"year","no_of_transaction","total_qty","total_revenue_usd"
"2014-10-20 23:49:06","46","17788","96376.94"
"2014-10-20 23:34:27","65","24655","137600.67"
"2014-10-20 21:55:36","46","22752","161294.62"
"2014-10-20 17:20:27","30","14707","96819.92"
"2014-10-20 12:52:09","1","168","1069.64"
"2014-10-20 08:35:19","61","35750","241711.25"
"2014-10-20 05:58:09","61","24119","132868.82"
"2014-10-19 23:44:46","43","8276","51647.76"
"2014-10-19 17:30:14","11","2444","15727.19"
"2014-10-19 15:36:46","61","35750","241711.25"
"2014-10-18 23:03:47","60","28629","163579.18"
"2014-10-18 21:10:47","57","22552","123503.18"
"2014-10-18 19:48:52","19","11122","72595.01"
"2014-10-18 12:24:29","49","21791","122957.11"
"2014-10-18 04:08:17","46","17788","96376.94"
"2014-10-18 00:29:58","58","34963","235051.07"
"2014-10-17 22:22:37","50","40833","293861.14"
"2014-10-17 21:43:04","1","168","1069.64"
"2014-10-17 18:04:30","55","31887","217473.85"
"2014-10-17 16:40:38","36","17917","107142.63"
"2014-10-17 04:31:05","50","25343","140046.68"
"2014-10-17 03:36:00","60","28629","163579.18"
"2014-10-16 13:51:45","6","2999","19409.95"
"2014-10-16 13:45:41","10","6758","44534.95"
"2014-10-16 06:49:34","67","40904","281018.36"
"2014-10-16 03:53:21","51","23299","125968.04"
"2014-10-15 20:04:09","51","34627","237781.30"
"2014-10-15 19:21:24","60","23956","130893.51"
"2014-10-15 02:11:12","65","36887","251299.77"
"2014-10-14 14:28:21","56","44750","231856.98"
"2014-10-14 13:36:31","66","43730","300694.79"
"2014-10-14 12:38:11","57","24087","130964.11"
"2014-10-14 08:00:29","20","3862","23718.31"
"2014-10-13 19:45:58","27","11313","62148.87"
"2014-10-13 18:10:40","62","56410","382873.30"
"2014-10-13 12:10:21","43","8276","51647.76"
"2014-10-13 08:38:38","58","24116","163887.39"
"2014-10-13 01:58:41","59","28107","153705.10"
"2014-10-12 18:38:02","53","24215","135517.95"
"2014-10-12 14:40:40","66","49246","345618.59"
"2014-10-12 09:51:58","60","39570","253635.75"
"2014-10-12 08:50:26","71","42358","291047.25"
"2014-10-12 07:38:29","40","24120","127671.94"
"2014-10-12 06:37:19","62","24538","137227.88"
"2014-10-11 17:40:06","46","17788","96376.94"
"2014-10-11 16:24:33","27","11313","62148.87"
"2014-10-11 10:59:28","22","11656","79246.93"
"2014-10-11 05:11:02","15","5691","32965.13"
"2014-10-11 02:05:16","58","24155","135924.15"
"2014-10-10 16:14:31","66","43730","300694.79"
"2014-10-10 14:06:31","55","24656","130153.59"
"2014-10-10 05:28:33","68","40535","278575.64"
"2014-10-10 03:08:51","24","10197","54891.56"
"2014-10-09 23:56:45","27","6288","42065.82"
"2014-10-09 10:59:43","58","27235","147599.56"
"2014-10-09 02:22:15","57","24087","130964.11"
"2014-10-08 23:02:37","68","40535","278575.64"
"2014-10-08 05:47:00","42","7799","47417.76"
"2014-10-08 03:18:51","42","7799","47417.76"
"2014-10-08 03:15:54","50","40833","293861.14"
"2014-10-07 22:54:55","68","40412","275288.30"
"2014-10-07 18:30:35","57","33190","205886.97"
"2014-10-07 16:23:40","65","24655","137600.67"
"2014-10-07 15:53:32","56","24182","135822.85"
"2014-10-07 02:15:07","51","23299","125968.04"
"2014-10-07 00:58:32","50","25343","140046.68"
"2014-10-06 22:14:55","53","24215","135517.95"
"2014-10-06 21:47:02","20","9333","49975.93"
"2014-10-06 16:20:50","62","24538","137227.88"
"2014-10-06 13:15:52","40","19002","108579.84"
"2014-10-06 04:25:58","20","3862","23718.31"
"2014-10-05 23:00:51","29","25768","156582.24"
"2014-10-05 18:49:12","22","11656","79246.93"
"2014-10-05 15:08:14","29","25768","156582.24"
"2014-10-05 08:54:12","65","39187","269155.34"
"2014-10-05 04:58:23","56","24182","135822.85"
"2014-10-05 02:08:47","39","23186","157523.24"
"2014-10-05 01:10:53","66","39863","272672.84"
"2014-10-04 22:27:15","61","24119","132868.82"
"2014-10-04 12:44:00","56","22852","126898.91"
"2014-10-04 10:39:55","67","40904","281018.36"
"2014-10-04 09:32:06","58","24116","163887.39"
"2014-10-03 19:45:15","71","42358","291047.25"
"2014-10-03 15:09:45","63","21706","118879.76"
"2014-10-03 01:01:57","6","2999","19409.95"
"2014-10-02 23:05:36","24","14324","93217.80"
"2014-10-02 18:38:28","25","9716","54443.06"
"2014-10-02 10:22:55","55","24656","130153.59"
"2014-10-01 17:12:29","66","39863","272672.84"
"2014-10-01 13:45:40","61","24119","132868.82"
"2014-10-01 12:51:32","62","56410","382873.30"
"2014-10-01 11:32:19","61","23973","130917.00"
"2014-10-01 09:51:44","61","24119","132868.82"
"2014-10-01 07:47:02","1","168","1069.64"
"2014-10-01 01:49:30","51","23299","125968.04"
"2014-09-30 23:32:08","40","24120","127671.94"
"2014-09-30 22:13:13","36","17917","107142.63"
"2014-09-30 20:47:13","63","21706","118879.76"
"2014-09-30 18:56:20","60","28629","163579.18"
"2014-09-30 11:51:42","24","10197","54891.56"
"2014-09-30 09:38:22","60","23956","130893.51"
"2014-09-30 09:25:04","51","34627","237781.30"
"2014-09-30 01:22:44","68","40412","275288.30"
"2014-09-29 23:59:25","56","44750","231856.98"
"2014-09-29 22:02:50","56","44750","231856.98"
"2014-09-29 15:26:09","27","6288","42065.82"
"2014-09-29 15:23:16","50","25343","140046.68"
"2014-09-29 06:40:44","60","47506","326819.48"
"2014-09-29 04:50:15","36","17917","107142.63"
"2014-09-28 19:08:53","65","36603","244695.99"
"2014-09-28 15:36:47","29","16806","112176.03"
"2014-09-28 02:30:00","58","27235","147599.56"
"2014-09-27 21:56:57","62","56410","382873.30"
"2014-09-27 20:49:25","60","39570","253635.75"
"2014-09-27 19:19:05","65","39187","269155.34"
"2014-09-27 16:11:18","58","24948","138323.59"
"2014-09-27 14:43:10","62","56410","382873.30"
"2014-09-26 15:27:19","39","23186","157523.24"
"2014-09-25 13:39:51","51","21887","116165.15"
"2014-09-25 08:52:12","60","39570","253635.75"
"2014-09-25 05:13:42","40","24120","127671.94"
"2014-09-25 04:23:10","58","28452","160051.04"
"2014-09-24 22:34:02","57","33190","205886.97"
"2014-09-24 21:18:21","61","35358","238962.47"
"2014-09-24 20:59:07","29","16806","112176.03"
"2014-09-24 15:20:49","27","11313","62148.87"
"2014-09-24 13:58:47","57","22177","119965.08"
"2014-09-24 06:00:18","62","34581","234225.65"
"2014-09-23 13:02:09","62","24538","137227.88"
"2014-09-23 12:14:47","57","27248","153015.87"
"2014-09-23 09:44:33","46","22752","161294.62"
"2014-09-23 09:31:09","60","23956","130893.51"
"2014-09-23 01:15:37","55","31887","217473.85"
"2014-09-22 08:08:44","53","24215","135517.95"
"2014-09-22 04:31:17","24","10197","54891.56"
"2014-09-21 18:52:42","46","22752","161294.62"
"2014-09-21 17:01:46","58","24155","135924.15"
"2014-09-21 14:29:41","61","35358","238962.47"
"2014-09-21 08:55:15","65","24655","137600.67"
"2014-09-21 07:00:55","62","56410","382873.30"
"2014-09-21 05:46:40","12","4899","25507.06"
"2014-09-20 23:40:37","61","35750","241711.25"
"2014-09-20 20:47:10","30","14707","96819.92"
"2014-09-20 17:28:33","58","27235","147599.56"
"2014-09-20 16:23:23","55","31887","217473.85"
"2014-09-20 03:40:14","57","24087","130964.11"
"2014-09-20 02:22:50","25","9716","54443.06"
"2014-09-19 21:51:10","19","11122","72595.01"
"2014-09-19 18:30:42","65","24655","137600.67"
"2014-09-19 16:52:02","6","2999","19409.95"
"2014-09-19 03:04:41","63","21706","118879.76"
"2014-09-19 02:07:04","11","2444","15727.19"
"2014-09-19 01:37:34","58","34963","235051.07"
"2014-09-18 23:42:18","57","22552","123503.18"
"2014-09-18 22:29:09","11","2444","15727.19"
"2014-09-18 20:59:24","46","17788","96376.94"
"2014-09-18 20:09:36","65","36887","251299.77"
"2014-09-18 12:14:56","60","28629","163579.18"
"2014-09-18 11:09:23","46","17788","96376.94"
"2014-09-18 09:27:42","50","40833","293861.14"
"2014-09-18 03:10:11","49","21791","122957.11"
"2014-09-17 09:50:07","10","6758","44534.95"
"2014-09-16 21:07:30","67","40904","281018.36"
"2014-09-16 20:38:49","24","10197","54891.56"
"2014-09-16 18:14:05","71","42358","291047.25"
"2014-09-16 17:00:25","50","25343","140046.68"
"2014-09-16 13:15:26","61","24119","132868.82"
"2014-09-16 11:44:08","57","33190","205886.97"
"2014-09-16 11:25:28","61","24119","132868.82"
"2014-09-16 07:55:49","62","24538","137227.88"
"2014-09-16 02:20:08","58","24155","135924.15"
"2014-09-15 22:02:48","20","9333","49975.93"
"2014-09-15 14:30:18","60","28629","163579.18"
"2014-09-15 09:11:24","66","43730","300694.79"
"2014-09-15 03:53:18","65","36887","251299.77"
"2014-09-14 21:34:10","61","35750","241711.25"
"2014-09-14 13:31:31","56","44750","231856.98"
"2014-09-14 12:52:12","20","3862","23718.31"
"2014-09-14 03:07:48","66","43730","300694.79"
"2014-09-14 00:31:02","57","24087","130964.11"
"2014-09-14 00:07:59","51","34627","237781.30"
"2014-09-13 10:28:27","59","28107","153705.10"
"2014-09-13 05:30:55","27","11313","62148.87"
"2014-09-13 04:50:00","43","8276","51647.76"
"2014-09-12 21:15:03","40","24120","127671.94"
"2014-09-12 12:32:49","22","11656","79246.93"
"2014-09-12 11:08:47","68","40412","275288.30"
"2014-09-12 10:25:22","66","49246","345618.59"
"2014-09-12 06:09:55","57","22177","119965.08"
"2014-09-10 19:05:00","55","24656","130153.59"
"2014-09-10 16:27:25","51","34627","237781.30"
"2014-09-10 16:02:19","56","24182","135822.85"
"2014-09-10 03:47:34","68","40535","278575.64"
"2014-09-10 01:47:45","68","40535","278575.64"
"2014-09-09 21:57:47","42","7799","47417.76"
"2014-09-09 15:51:09","40","24120","127671.94"
"2014-09-09 13:29:26","27","6288","42065.82"
"2014-09-09 10:48:39","27","11313","62148.87"
"2014-09-09 10:23:31","6","2999","19409.95"
"2014-09-09 02:09:13","57","24087","130964.11"
"2014-09-08 20:04:42","58","24116","163887.39"
"2014-09-08 18:38:19","58","27235","147599.56"
"2014-09-08 14:48:52","50","40833","293861.14"
"2014-09-08 03:47:46","51","23299","125968.04"
"2014-09-08 03:33:17","60","23956","130893.51"
"2014-09-08 03:02:31","36","17917","107142.63"
"2014-09-08 00:34:42","68","40535","278575.64"
"2014-09-07 22:41:14","20","9333","49975.93"
"2014-09-07 10:06:47","56","44750","231856.98"
"2014-09-07 05:41:32","40","19002","108579.84"
"2014-09-07 01:30:08","51","23299","125968.04"
"2014-09-06 20:49:37","66","39863","272672.84"
"2014-09-06 15:51:42","65","39187","269155.34"
"2014-09-06 12:41:08","56","24182","135822.85"
"2014-09-06 11:02:45","53","24215","135517.95"
"2014-09-05 21:55:35","56","22852","126898.91"
"2014-09-05 11:34:30","55","24656","130153.59"
"2014-09-05 07:08:38","66","39863","272672.84"
"2014-09-04 23:56:42","58","24116","163887.39"
"2014-09-04 22:49:29","22","11656","79246.93"
"2014-09-04 20:36:12","50","25343","140046.68"
"2014-09-04 17:08:17","67","40904","281018.36"
"2014-09-04 06:01:58","53","24215","135517.95"
"2014-09-04 00:45:55","61","24119","132868.82"
"2014-09-03 12:21:39","24","14324","93217.80"
"2014-09-03 10:21:11","71","42358","291047.25"
"2014-09-03 08:09:04","39","23186","157523.24"
"2014-09-02 20:55:12","62","56410","382873.30"
"2014-09-02 09:49:28","25","9716","54443.06"
"2014-09-02 08:25:15","25","9716","54443.06"
"2014-09-02 05:19:02","61","23973","130917.00"
"2014-09-02 04:14:07","15","5691","32965.13"
"2014-09-01 18:07:01","60","23956","130893.51"
"2014-09-01 18:01:39","66","49246","345618.59"
"2014-09-01 13:37:36","6","748","3927.05"
"2014-09-01 09:53:30","66","49246","345618.59"
"2014-09-01 09:22:57","36","17917","107142.63"
"2014-09-01 05:59:26","57","33190","205886.97"
"2014-09-01 04:36:35","57","22177","119965.08"
"2014-09-01 03:16:34","63","21706","118879.76"
"2014-09-01 02:53:00","61","24119","132868.82"
"2014-09-01 01:55:12","62","56410","382873.30"
"2014-08-31 16:15:34","51","34627","237781.30"
"2014-08-31 13:08:20","58","34963","235051.07"
"2014-08-31 12:57:43","68","40412","275288.30"
"2014-08-30 19:35:56","50","25343","140046.68"
"2014-08-30 17:32:51","65","36603","244695.99"
"2014-08-30 11:09:08","15","5691","32965.13"
"2014-08-30 04:23:55","60","47506","326819.48"
"2014-08-29 22:12:43","58","27235","147599.56"
"2014-08-29 17:11:47","29","16806","112176.03"
"2014-08-29 00:43:24","62","24538","137227.88"
"2014-08-28 13:10:17","58","24948","138323.59"
"2014-08-28 08:55:43","39","23186","157523.24"
"2014-08-27 23:19:59","6","2999","19409.95"
"2014-08-27 22:52:29","60","39570","253635.75"
"2014-08-27 18:38:44","40","24120","127671.94"
"2014-08-27 18:26:33","51","21887","116165.15"
"2014-08-26 21:18:15","58","28452","160051.04"
"2014-08-26 18:42:40","57","33190","205886.97"
"2014-08-26 13:52:46","58","24155","135924.15"
"2014-08-26 11:53:59","56","22852","126898.91"
"2014-08-26 05:59:06","57","22177","119965.08"
"2014-08-25 19:34:44","55","31887","217473.85"
"2014-08-25 15:49:17","29","16806","112176.03"
"2014-08-25 15:38:37","62","34581","234225.65"
"2014-08-25 08:08:50","61","35358","238962.47"
"2014-08-25 07:28:03","57","27248","153015.87"
"2014-08-25 06:58:09","20","9333","49975.93"
"2014-08-25 03:42:14","55","31887","217473.85"
"2014-08-24 15:11:41","24","10197","54891.56"
"2014-08-24 07:43:10","62","24538","137227.88"
"2014-08-23 18:29:41","12","4899","25507.06"
"2014-08-23 16:04:56","42","7799","47417.76"
"2014-08-23 10:36:47","58","24155","135924.15"
"2014-08-23 07:31:06","65","24655","137600.67"
"2014-08-23 06:55:33","46","22752","161294.62"
"2014-08-23 05:21:18","20","3862","23718.31"
"2014-08-22 09:24:09","27","11313","62148.87"
"2014-08-22 06:54:28","61","35358","238962.47"
"2014-08-21 20:40:15","30","14707","96819.92"
"2014-08-21 16:09:35","61","35750","241711.25"
"2014-08-21 15:03:10","19","11122","72595.01"
"2014-08-21 14:42:49","65","36887","251299.77"
"2014-08-21 13:41:31","11","2444","15727.19"
"2014-08-21 13:17:02","58","34963","235051.07"
"2014-08-21 11:39:22","58","27235","147599.56"
"2014-08-21 05:38:06","49","21791","122957.11"
"2014-08-20 23:57:26","71","42358","291047.25"
"2014-08-20 19:47:39","57","22552","123503.18"
"2014-08-20 08:59:38","60","28629","163579.18"
"2014-08-20 08:21:44","62","56410","382873.30"
"2014-08-19 14:07:58","49","21791","122957.11"
"2014-08-19 00:43:52","50","40833","293861.14"
"2014-08-18 19:40:51","46","22752","161294.62"
"2014-08-18 16:11:59","10","6758","44534.95"
"2014-08-18 06:01:06","57","24087","130964.11"
"2014-08-18 04:28:03","36","17917","107142.63"
"2014-08-18 02:14:15","61","24119","132868.82"
"2014-08-18 00:21:32","55","24656","130153.59"
"2014-08-17 19:26:58","67","40904","281018.36"
"2014-08-16 21:03:53","65","36887","251299.77"
"2014-08-16 20:14:37","57","24087","130964.11"
"2014-08-16 06:05:22","56","44750","231856.98"
"2014-08-16 01:53:33","20","3862","23718.31"
"2014-08-15 21:37:48","43","8276","51647.76"
"2014-08-15 12:26:39","65","24655","137600.67"
"2014-08-15 10:06:28","66","49246","345618.59"
"2014-08-15 08:54:21","27","11313","62148.87"
"2014-08-15 05:21:56","43","8276","51647.76"
"2014-08-15 04:33:03","51","23299","125968.04"
"2014-08-15 00:13:03","66","43730","300694.79"
"2014-08-14 23:57:31","22","11656","79246.93"
"2014-08-14 12:26:35","59","28107","153705.10"
"2014-08-14 11:38:18","66","49246","345618.59"
"2014-08-14 11:27:03","51","34627","237781.30"
"2014-08-14 00:08:35","25","9716","54443.06"
"2014-08-13 21:39:44","57","22177","119965.08"
"2014-08-13 17:12:55","6","2999","19409.95"
"2014-08-13 16:43:20","57","33190","205886.97"
"2014-08-13 03:38:16","40","24120","127671.94"
"2014-08-12 19:59:25","24","10197","54891.56"
"2014-08-12 12:05:27","61","35750","241711.25"
"2014-08-12 11:44:07","56","44750","231856.98"
"2014-08-12 04:49:42","55","24656","130153.59"
"2014-08-11 20:51:29","27","6288","42065.82"
"2014-08-11 05:14:40","42","7799","47417.76"
"2014-08-10 05:42:05","60","39570","253635.75"
"2014-08-10 05:18:11","68","40535","278575.64"
"2014-08-09 22:21:09","53","24215","135517.95"
"2014-08-09 14:53:59","6","2999","19409.95"
"2014-08-09 11:37:52","68","40535","278575.64"
"2014-08-09 11:31:08","40","19002","108579.84"
"2014-08-09 07:57:03","51","23299","125968.04"
"2014-08-09 02:46:37","51","23299","125968.04"
"2014-08-08 23:16:58","65","39187","269155.34"
"2014-08-08 17:45:17","56","24182","135822.85"
"2014-08-08 13:27:58","50","25343","140046.68"
"2014-08-08 12:21:25","53","24215","135517.95"
"2014-08-08 09:19:41","20","9333","49975.93"
"2014-08-08 04:47:43","66","39863","272672.84"
"2014-08-07 14:13:02","56","22852","126898.91"
"2014-08-07 04:24:33","62","56410","382873.30"
"2014-08-07 03:53:50","20","9333","49975.93"
"2014-08-07 03:42:11","40","24120","127671.94"
"2014-08-07 02:28:10","66","39863","272672.84"
"2014-08-06 21:23:21","24","10197","54891.56"
"2014-08-06 20:57:28","25","9716","54443.06"
"2014-08-06 20:54:34","58","27235","147599.56"
"2014-08-06 20:15:03","67","40904","281018.36"
"2014-08-06 18:43:39","50","25343","140046.68"
"2014-08-06 12:11:06","61","24119","132868.82"
"2014-08-06 09:04:25","58","24155","135924.15"
"2014-08-06 03:42:03","6","2999","19409.95"
"2014-08-05 22:31:49","58","24116","163887.39"
"2014-08-05 20:24:44","12","4899","25507.06"
"2014-08-05 11:50:23","71","42358","291047.25"
"2014-08-05 07:41:12","27","11313","62148.87"
"2014-08-05 07:20:16","60","28629","163579.18"
"2014-08-04 19:28:13","24","14324","93217.80"
"2014-08-04 16:06:17","15","5691","32965.13"
"2014-08-04 14:37:29","62","56410","382873.30"
"2014-08-04 03:21:58","58","34963","235051.07"
"2014-08-03 20:35:09","60","23956","130893.51"
"2014-08-03 19:45:53","65","39187","269155.34"
"2014-08-03 19:02:03","36","17917","107142.63"
"2014-08-03 10:00:20","63","21706","118879.76"
"2014-08-03 06:45:54","61","23973","130917.00"
"2014-08-03 02:15:15","25","9716","54443.06"
"2014-08-02 17:06:31","22","11656","79246.93"
"2014-08-02 16:54:25","51","23299","125968.04"
"2014-08-02 16:28:50","68","40412","275288.30"
"2014-08-02 15:35:09","66","43730","300694.79"
"2014-08-02 06:29:11","56","24182","135822.85"
"2014-08-01 20:36:07","65","36603","244695.99"
"2014-08-01 02:26:49","51","34627","237781.30"
"2014-07-31 13:06:47","60","47506","326819.48"
"2014-07-31 11:20:38","50","25343","140046.68"
"2014-07-31 09:23:17","39","23186","157523.24"
"2014-07-31 04:46:44","29","16806","112176.03"
"2014-07-30 18:49:05","58","24948","138323.59"
"2014-07-30 18:45:07","49","21791","122957.11"
"2014-07-30 18:31:26","62","24538","137227.88"
"2014-07-30 12:25:22","55","24656","130153.59"
"2014-07-30 08:19:45","57","22177","119965.08"
"2014-07-30 06:50:52","27","6288","42065.82"
